,CellLine,Drug,ec50UM,ic50UM,aMax,actArea
1152,EFO21_OVARY,17-AAG,0.18079662,0.28856182,-68.230064,2.2269
650,EFO21_OVARY,Irinotecan,0.40657651,0.71411222,-76.085182,1.9361
1746,EFO21_OVARY,Paclitaxel,0.00651886,0.03029122,-59.759869,3.8972
1845,EFO21_OVARY,Panobinostat,0.10669681,0.16817994,-92.947205,3.2021
2119,EFO21_OVARY,TAE684,1.21609426,1.47415507,-78.705238,1.7014
2339,EFO21_OVARY,Topotecan,0.3640849,0.55221927,-76.515907,2.5609
737,EFO21_OVARY,L-685458,-1,8,9.846012,0.0983
1027,EFO21_OVARY,Nilotinib,-1,8,-0.164607,0.0819
1155,EFO21_OVARY,Nutlin-3,-1,8,-2.655507,0.2278
1326,EFO21_OVARY,PD-0332991 ,-1,8,-14.618126,0.0923
1542,EFO21_OVARY,PHA-665752,-1,8,-2.369434,0.2856
1931,EFO21_OVARY,RAF265,8.75371638,1.67815077,-88.323723,1.9322
1644,EFO21_OVARY,PLX4720,7.29551077,8,-38.683147,0.2946
1153,EFM19_BREAST,17-AAG,0.04236701,0.05810367,-69.851456,3.5096
649,EFM19_BREAST,Irinotecan,1.29574931,0.92229033,-101.197037,2.2524
841,EFM19_BREAST,LBW242,0.15110484,0.32801437,-67.778816,2.7017
1745,EFM19_BREAST,Paclitaxel,0.00963879,0.00909833,-92.528114,5.55
1849,EFM19_BREAST,Panobinostat,0.02949416,0.02820466,-102.185005,4.9716
2338,EFM19_BREAST,Topotecan,8.17490763,1.28874552,-77.093597,1.9984
1930,EFM19_BREAST,RAF265,1.50432277,2.19753885,-75.083443,1.4292
426,EFM19_BREAST,AZD6244,-1,8,6.579556,0.0802
535,EFM19_BREAST,Erlotinib,-1,8,1.025664,0.0987
738,EFM19_BREAST,L-685458,-1,8,-3.379375,0.2789
1154,EFM19_BREAST,Nutlin-3,-1,8,-2.650508,0.3282
1230,EFM19_BREAST,PD-0325901,-1,8,2.086999,0.0992
1642,EFM19_BREAST,PLX4720,-1,8,1.932401,0
1150,EFE184_ENDOMETRIUM,17-AAG,0.26493266,0.38738161,-57.27393,1.8778
318,EFE184_ENDOMETRIUM,AZD0530,0.77164602,2.86726379,-58.60836,1.4942
648,EFE184_ENDOMETRIUM,Irinotecan,0.70588154,0.91006017,-81.991005,2.2955
1848,EFE184_ENDOMETRIUM,Panobinostat,0.1178842,0.14477713,-95.243271,3.3759
1928,EFE184_ENDOMETRIUM,RAF265,8.82440991,6.33644962,-59.039639,0.8661
2337,EFE184_ENDOMETRIUM,Topotecan,1.49848437,2.29430008,-70.109779,1.6699
736,EFE184_ENDOMETRIUM,L-685458,-1,8,7.109457,0
839,EFE184_ENDOMETRIUM,LBW242,-1,8,-5.830055,0.2116
1028,EFE184_ENDOMETRIUM,Nilotinib,6.56737709,8,-26.162777,0.2116
1151,EFE184_ENDOMETRIUM,Nutlin-3,-1,8,-0.091775,0.1986
1327,EFE184_ENDOMETRIUM,PD-0332991 ,-1,8,-4.147824,0.0383
1641,EFE184_ENDOMETRIUM,PLX4720,-1,8,1.649572,0
1146,EBC1_LUNG,17-AAG,0.01557233,0.01874928,-71.192848,3.9338
647,EBC1_LUNG,Irinotecan,0.11234443,0.1240007,-87.505234,3.5052
1228,EBC1_LUNG,PD-0325901,0.04218771,0.04594332,-93.610413,4.3938
1424,EBC1_LUNG,PF2341066,0.04594084,0.03912293,-90.111824,4.497
1847,EBC1_LUNG,Panobinostat,0.0427432,0.04450193,-96.607323,4.4037
2336,EBC1_LUNG,Topotecan,0.08838905,0.0932668,-87.297661,3.8903
533,EBC1_LUNG,Erlotinib,-1,8,-5.432577,0.2728
732,EBC1_LUNG,L-685458,-1,8,-0.470308,0.1243
1149,EBC1_LUNG,Nutlin-3,-1,8,1.114815,0.1442
2027,EBC1_LUNG,Sorafenib,-1,8,-5.671657,0.3943
2217,EBC1_LUNG,TKI258,-1,8,-4.31835,0.3913
425,EBC1_LUNG,AZD6244,0.70303077,0.73845458,-87.621643,2.6304
1026,EBC1_LUNG,Nilotinib,8.33649554,8,-27.943434,0.3761
1640,EBC1_LUNG,PLX4720,2.59048963,8,-17.238651,0.0762
1147,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,1.11028433,1.75611138,-63.217014,1.8256
1637,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.02015614,0.01822002,-82.22599,5.2538
1744,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.23167542,0.29121146,-99.584419,3.2919
2220,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.12533097,0.14400524,-92.828552,3.6914
1846,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,7.03798389,8,-37.532845,0.4712
252,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,-1,8,-1.911646,0.1471
424,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,12.833114,0.0032
646,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,8,9.254685,0
1148,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,-1,8,4.575145,0.0477
1929,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,8,13.03486,0.0631
1144,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.70932514,0.81278223,-71.113014,2.5251
1639,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.0110707,0.01296604,-91.83149,5.6514
1743,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.22727777,0.21119963,-93.431168,4.0163
1838,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,-1,1.36900635,-65.431847,1.5524
2219,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.28049386,0.31591794,-82.97448,3.1845
423,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,17.288589,0
644,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,8,3.49519,0.0614
838,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,7.968527,0.2499
1025,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,-2.00003,0.1726
1543,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,16.206778,0.1546
1143,DV90_LUNG,17-AAG,0.11045528,0.12093988,-90.60025,4.6153
735,DV90_LUNG,LBW242,-1,0.07689881,-92.925629,4.2899
1024,DV90_LUNG,PD-0325901,0.02861366,0.06553426,-84.524147,4.1181
1426,DV90_LUNG,Paclitaxel,0.01210535,0.00758911,-93.406319,6.3835
1539,DV90_LUNG,Panobinostat,0.0494605,0.04286541,-96.439606,5.597
1927,DV90_LUNG,Topotecan,0.17945273,0.2003625,-87.822395,3.3122
319,DV90_LUNG,AZD0530,-1,8,-2.447326,0.7536
643,DV90_LUNG,L-685458,-1,8,-5.494828,0.6583
1145,DV90_LUNG,PF2341066,-1,8,14.501694,0.1697
1325,DV90_LUNG,PLX4720,-1,8,7.070796,0.0954
1638,DV90_LUNG,Sorafenib,-1,8,8.653348,0.0495
1139,DU145_PROSTATE,17-AAG,0.03894965,0.04496924,-81.793236,4.4163
640,DU145_PROSTATE,Irinotecan,0.19343466,0.19849677,-93.295219,3.5571
1742,DU145_PROSTATE,Paclitaxel,0.00975494,0.00808272,-93.21505,6.0946
1844,DU145_PROSTATE,Panobinostat,0.01884814,0.02427802,-94.516693,4.9332
1926,DU145_PROSTATE,RAF265,0.12295163,0.30686337,-65.226936,2.4128
2335,DU145_PROSTATE,Topotecan,0.40074328,0.41039684,-94.729149,2.9817
734,DU145_PROSTATE,L-685458,-1,8,-0.102747,0.082
836,DU145_PROSTATE,LBW242,-1,8,-5.950193,0.2907
1142,DU145_PROSTATE,Nutlin-3,-1,8,-2.07601,0.0235
1323,DU145_PROSTATE,PD-0332991 ,-1,8,5.242274,0.0588
1541,DU145_PROSTATE,PHA-665752,-1,8,-1.313644,0.2331
2026,DU145_PROSTATE,Sorafenib,-1,8,5.631242,0.3253
2218,DU145_PROSTATE,TKI258,2.16037011,2.80345678,-73.365761,1.2529
1023,DU145_PROSTATE,Nilotinib,8.16102939,8,-12.948164,0.0721
1140,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.33423841,0.40968505,-82.001144,4.3378
642,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.10102839,0.0946001,-94.67038,5.5641
1741,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-57.633049,5.1909
1843,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.02037731,0.01436283,-93.882759,6.0713
2025,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sorafenib,-1,0.06655039,-77.003487,2.8625
2334,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.38246179,0.25928551,-96.219864,5.3652
733,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,0.62389574,-94.519386,2.7093
1540,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,2.62577629,2.65164995,-95.720238,1.3201
2216,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,-1,0.84033128,-87.49456,2.0445
422,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,0.08033,0.1338
534,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,11.546357,0.9251
837,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,18.28854,0.3809
924,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,1.70662268,-66.03035,1.1878
1229,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,-1,8,5.761895,0.8781
1324,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0332991 ,-1,4.04823438,-53.619587,1.2261
1137,8MGBA_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.2189409,0.23495263,-80.624588,3.5825
727,8MGBA_CENTRAL_NERVOUS_SYSTEM,LBW242,0.1025165,0.04198561,-90.709129,4.983
1537,8MGBA_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.10282174,0.11275625,-94.474792,3.9825
1842,8MGBA_CENTRAL_NERVOUS_SYSTEM,TKI258,-1,0.53446648,-69.71228,1.6828
1924,8MGBA_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.2921457,0.31726998,-96.138199,3.6427
420,8MGBA_CENTRAL_NERVOUS_SYSTEM,AZD6244,-1,8,4.885729,0.1191
835,8MGBA_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,5.22661991,-52.842487,0.7194
1227,8MGBA_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-36.126122,2.5567
1631,8MGBA_CENTRAL_NERVOUS_SYSTEM,Sorafenib,-1,8,-17.930336,0.1737
251,8MGBA_CENTRAL_NERVOUS_SYSTEM,AEW541,8.21299653,3.88834095,-91.339981,1.5025
1425,8MGBA_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.01066244,8,-93.133644,6.9527
532,8MGBA_CENTRAL_NERVOUS_SYSTEM,Erlotinib,8.84092361,7.72138834,-51.029064,0.5181
641,8MGBA_CENTRAL_NERVOUS_SYSTEM,L-685458,1.78830278,8,-20.171484,0.118
1322,8MGBA_CENTRAL_NERVOUS_SYSTEM,PLX4720,8.00772295,8,-41.554825,0.2288
1131,DMS114_LUNG,17-AAG,0.38508141,0.69521314,-78.652855,2.2019
250,DMS114_LUNG,AEW541,0.58131427,0.8515085,-56.239349,2.3798
1636,DMS114_LUNG,Paclitaxel,0.00588766,0.00578333,-85.716736,5.5617
1734,DMS114_LUNG,Panobinostat,0.04127961,0.04947045,-94.441895,4.5845
2213,DMS114_LUNG,Topotecan,0.06184704,0.16582999,-85.42012,3.1123
2024,DMS114_LUNG,TAE684,0.80030543,0.89431644,-74.090683,1.8487
317,DMS114_LUNG,AZD0530,8.13870611,8,-32.454548,0.3061
834,DMS114_LUNG,Lapatinib,0.38577306,8,-9.814641,0.2177
1022,DMS114_LUNG,Nutlin-3,-1,8,-1.598451,0.3314
1141,DMS114_LUNG,PD-0325901,-1,8,-4.34544,0.4387
1538,DMS114_LUNG,PLX4720,-1,8,5.091643,0.0662
1135,DKMG_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.12393391,0.31992754,-74.139946,2.603
637,DKMG_CENTRAL_NERVOUS_SYSTEM,Irinotecan,0.37002707,0.58498287,-65.014336,1.8847
1739,DKMG_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.01999443,0.01984644,-88.532036,5.3135
1841,DKMG_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.08018804,0.09311076,-92.29763,3.8051
2333,DKMG_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.81844896,1.87914467,-63.414909,1.5358
249,DKMG_CENTRAL_NERVOUS_SYSTEM,AEW541,-1,8,-5.093627,0.3032
731,DKMG_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,8.284004,0
832,DKMG_CENTRAL_NERVOUS_SYSTEM,LBW242,-1,8,-1.909305,0.1664
1020,DKMG_CENTRAL_NERVOUS_SYSTEM,Nilotinib,-1,8,2.636674,0
1635,DKMG_CENTRAL_NERVOUS_SYSTEM,PLX4720,-1,8,-1.312457,0
2022,DKMG_CENTRAL_NERVOUS_SYSTEM,Sorafenib,-1,8,1.27975,0.0434
1226,DKMG_CENTRAL_NERVOUS_SYSTEM,PD-0325901,8.49042247,8,-45.703186,1.3384
531,DKMG_CENTRAL_NERVOUS_SYSTEM,Erlotinib,9.23582308,8,-27.542046,0.1756
1134,8505C_THYROID,17-AAG,0.28396824,0.28217495,-92.785225,3.6759
639,8505C_THYROID,Irinotecan,0.11826202,0.12469602,-90.973679,3.8186
1225,8505C_THYROID,PD-0325901,6.86106231,0.37788338,-56.094849,2.7382
1738,8505C_THYROID,Paclitaxel,0.01558148,0.01020779,-83.76915,5.4703
1840,8505C_THYROID,Panobinostat,0.06498463,0.06885213,-97.215355,4.2886
2332,8505C_THYROID,Topotecan,0.08717033,0.08654926,-90.931618,3.8954
1925,8505C_THYROID,RAF265,1.4708606,1.41632795,-82.023018,1.9139
316,8505C_THYROID,AZD0530,-1,8,-6.382509,0.0521
530,8505C_THYROID,Erlotinib,-1,8,-1.356939,0.0758
833,8505C_THYROID,LBW242,-1,8,-1.274063,0.0646
1136,8505C_THYROID,Nutlin-3,-1,8,3.243,0.0187
1321,8505C_THYROID,PD-0332991 ,-1,8,-0.081345,0.0883
1536,8505C_THYROID,PHA-665752,-1,8,5.896943,0
1132,DETROIT562_UPPER_AERODIGESTIVE_TRACT,17-AAG,0.18775597,0.23898962,-63.676991,2.8606
315,DETROIT562_UPPER_AERODIGESTIVE_TRACT,AZD0530,2.10376644,2.9061091,-58.082073,1.1993
1634,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Paclitaxel,0.0172823,0.01330033,-83.991768,5.6996
1737,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Panobinostat,0.07560805,0.09521681,-89.905022,3.7515
2215,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Topotecan,2.66716385,2.94104981,-76.790237,1.4964
1839,DETROIT562_UPPER_AERODIGESTIVE_TRACT,RAF265,6.4434967,6.7850709,-68.919792,0.6876
2331,DETROIT562_UPPER_AERODIGESTIVE_TRACT,ZD-6474,1.95008647,3.11535335,-64.753441,1.5655
638,DETROIT562_UPPER_AERODIGESTIVE_TRACT,L-685458,-1,8,-1.076192,0.1327
1320,DETROIT562_UPPER_AERODIGESTIVE_TRACT,PF2341066,-1,8,2.162949,0.1087
1535,DETROIT562_UPPER_AERODIGESTIVE_TRACT,PLX4720,-1,8,-3.936323,0.1153
1923,DETROIT562_UPPER_AERODIGESTIVE_TRACT,Sorafenib,-1,8,4.641221,0.0858
2118,DETROIT562_UPPER_AERODIGESTIVE_TRACT,TKI258,8.10061218,8,-24.833687,0.2191
1126,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.03076688,0.03514503,-92.26709,5.2371
636,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.00881107,0.01141459,-95.572571,5.873
1423,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PF2341066,0.19942074,0.20550914,-94.774521,3.7305
1837,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.02219072,0.01695089,-95.467636,5.957
2115,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,0.00874683,0.00962453,-96.123177,5.9893
2328,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.01668435,0.01888253,-97.75679,5.916
421,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,-1,8,-6.036477,1.4402
730,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,0.21074681,-95.579918,2.1438
829,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-4.239988,0.9751
1133,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,-2.236376,0.8865
1633,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,-1.907295,1.2475
1922,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,-1,0.38999569,-84.859802,2.3549
230,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,8.2225839,5.42829657,-97.057724,1.2612
1534,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,1.96166194,1.97425187,-97.428864,2.3361
1736,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.00623277,8,-95.999443,7.3422
529,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,8.53810261,8,-28.931606,0.473
922,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,8.3861593,6.89677763,-76.243958,1.0422
1129,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.23861058,0.27600572,-72.446785,2.7457
419,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,AZD6244,0.05448262,0.32975236,-52.945591,3.1418
635,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Irinotecan,0.05524004,0.08504415,-68.361214,3.4461
1728,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.02744201,0.02176065,-82.842964,5.3756
1829,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.10524955,0.13980055,-95.841034,3.7393
1921,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,RAF265,0.10155004,0.2864683,-65.046379,2.5702
729,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,4.242636,0
831,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,LBW242,-1,8,1.410474,0.4507
920,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,-2.252634,0.2992
1533,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-3.898822,1.0773
2410,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,ZD-6474,-1,8,-5.883732,0.6038
1632,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,PLX4720,8.56719785,2.65291286,-71.286438,1.8659
2023,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Sorafenib,4.53424549,5.06650353,-75.540314,0.7186
2329,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.26405805,0.36508462,-88.226379,3.2015
528,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Erlotinib,2.56936622,8,-22.91774,0.3955
1021,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,Nilotinib,2.12403202,8,-19.763454,0.3488
1319,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,PD-0332991 ,8.41474747,8,-24.366499,0.3863
1128,DAOY_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.48522869,0.47791684,-86.345551,3.6005
629,DAOY_CENTRAL_NERVOUS_SYSTEM,Irinotecan,0.17055012,0.18957986,-93.238892,3.9651
1735,DAOY_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,0.01680092,0.01094529,-93.302841,5.9369
1836,DAOY_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.03535557,0.03728459,-95.752327,4.8071
2322,DAOY_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.06945134,0.09071204,-89.494629,3.9107
2116,DAOY_CENTRAL_NERVOUS_SYSTEM,TAE684,2.14568257,8,-46.849903,0.7283
728,DAOY_CENTRAL_NERVOUS_SYSTEM,L-685458,-1,8,7.730182,0
921,DAOY_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,-8.668776,0.05
1224,DAOY_CENTRAL_NERVOUS_SYSTEM,PD-0325901,-1,8,-4.118642,0.0151
1318,DAOY_CENTRAL_NERVOUS_SYSTEM,PD-0332991 ,-1,8,0.616529,0.0108
1532,DAOY_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-2.562993,0.028
1630,DAOY_CENTRAL_NERVOUS_SYSTEM,PLX4720,4.57246876,8,-30.574495,0.2072
1127,8305C_THYROID,17-AAG,0.24456751,0.37540126,-70.985123,3.522
634,8305C_THYROID,Irinotecan,0.40223768,0.502823,-82.505707,2.8908
1222,8305C_THYROID,PD-0325901,0.01053924,0.54444462,-60.902061,3.4454
1733,8305C_THYROID,Paclitaxel,6.55829015,0.00994848,-78.053223,5.3468
1835,8305C_THYROID,Panobinostat,0.04767135,0.05073104,-95.021873,4.7205
2327,8305C_THYROID,Topotecan,0.11459057,0.12189111,-92.532784,4.0707
830,8305C_THYROID,LBW242,-1,8,-8.06335,1.1528
1019,8305C_THYROID,Nilotinib,-1,5.63525023,-52.963093,0.9183
1130,8305C_THYROID,Nutlin-3,-1,8,-7.271107,0.952
1530,8305C_THYROID,PHA-665752,-1,8,-2.419292,0.6963
248,8305C_THYROID,ZD-6474,-1,8,-14.66826,1.4867
1422,8305C_THYROID,PF2341066,8.44745189,6.23650026,-71.002823,0.9068
1920,8305C_THYROID,RAF265,0.4983969,1.02021813,-73.957375,2.2858
527,8305C_THYROID,Erlotinib,4.11824942,8,-24.884296,0.4567
726,8305C_THYROID,L-685458,8.07438487,8,-42.578453,0.5398
919,8305C_THYROID,Lapatinib,8.37424195,8,-48.7365,0.5409
2021,8305C_THYROID,Sorafenib,3.1276741,8,-31.505985,0.6724
2214,8305C_THYROID,TKI258,8.66961204,8,-48.503613,0.8724
1124,COV504_OVARY,17-AAG,0.26108995,0.3474384,-70.695435,2.0498
1627,COV504_OVARY,Paclitaxel,0.0268357,0.01918957,-72.13633,3.7749
1732,COV504_OVARY,Panobinostat,0.07284801,0.10595974,-108.402496,3.29
1834,COV504_OVARY,RAF265,8.44519325,1.80534756,-74.555527,1.4015
2210,COV504_OVARY,Topotecan,1.42730665,1.96740961,-81.236656,1.1671
2020,COV504_OVARY,TAE684,2.31701016,2.07197523,-86.857201,1.1179
828,COV504_OVARY,Lapatinib,-1,8,3.181141,0
1018,COV504_OVARY,Nutlin-3,-1,8,1.882573,0.0103
1223,COV504_OVARY,PD-0332991 ,-1,8,0.407744,0
1421,COV504_OVARY,PHA-665752,-1,8,5.888235,0
1919,COV504_OVARY,Sorafenib,-1,8,-11.590159,0.0902
633,COV318_OVARY,Irinotecan,1.13630819,1.23085225,-89.535095,2.342
1015,COV318_OVARY,Nilotinib,7.9389329,7.68683052,-55.670361,0.5619
1833,COV318_OVARY,Panobinostat,0.13435364,0.1580597,-91.799225,3.6326
2113,COV318_OVARY,TAE684,8.11346359,4.6772399,-64.637543,1.4239
2326,COV318_OVARY,Topotecan,1.41210485,2.08240962,-70.660728,2.0789
1123,COV318_OVARY,17-AAG,0.55771315,8,-48.664505,1.9673
418,COV318_OVARY,AZD6244,-1,8,2.819116,0.0756
526,COV318_OVARY,Erlotinib,-1,8,5.764453,0.0513
725,COV318_OVARY,L-685458,-1,8,3.22262,0.107
918,COV318_OVARY,Lapatinib,-1,8,3.25042,0
1221,COV318_OVARY,PD-0325901,-1,8,0.332617,0.0242
1531,COV318_OVARY,PHA-665752,-1,8,0.544722,0.0483
1105,786O_KIDNEY,17-AAG,0.28052881,0.27953023,-95.406876,3.3045
632,786O_KIDNEY,Irinotecan,0.17655397,0.20922014,-87.783333,3.0887
1629,786O_KIDNEY,Paclitaxel,0.21143238,0.21331251,-77.387955,3.5178
1731,786O_KIDNEY,Panobinostat,0.2153517,0.2376862,-89.337189,3.109
2212,786O_KIDNEY,Topotecan,0.05692357,0.07082497,-74.620132,3.3734
525,786O_KIDNEY,Erlotinib,8.38170134,8,-16.046183,0.0827
724,786O_KIDNEY,L-685458,-1,8,3.867906,0
827,786O_KIDNEY,LBW242,-1,8,-1.505608,0.0057
1125,786O_KIDNEY,Nutlin-3,-1,8,2.66202,0.0425
1317,786O_KIDNEY,PD-0332991 ,-1,8,6.669696,0
1109,CORL23_LUNG,17-AAG,0.4792963,0.60898876,-72.16021,2.3346
631,CORL23_LUNG,Irinotecan,0.45915222,0.49182218,-95.504494,2.9901
1730,CORL23_LUNG,Paclitaxel,0.0262981,0.03195561,-63.393353,5.2187
1832,CORL23_LUNG,Panobinostat,0.11988691,0.12422759,-96.809128,4.0549
2018,CORL23_LUNG,Sorafenib,4.08224487,4.65459013,-74.419144,0.8032
2325,CORL23_LUNG,Topotecan,1.07045579,1.03082037,-96.285355,3.0968
417,CORL23_LUNG,AZD6244,-1,8,-1.826973,0.0241
524,CORL23_LUNG,Erlotinib,-1,8,0.13869,0.036
723,CORL23_LUNG,L-685458,-1,8,2.451773,0
1316,CORL23_LUNG,PD-0332991 ,-1,8,2.029178,0
1529,CORL23_LUNG,PHA-665752,-1,8,-1.425967,0.023
1628,CORL23_LUNG,PLX4720,-1,8,-2.578455,0
1108,CORL105_LUNG,17-AAG,0.72848123,0.88726914,-85.307663,1.9816
523,CORL105_LUNG,Erlotinib,0.53757745,1.69296157,-62.865433,1.1257
1017,CORL105_LUNG,PD-0325901,0.39532766,1.19507885,-67.253021,1.8902
1420,CORL105_LUNG,Paclitaxel,0.03485995,0.12699063,-59.311577,2.6619
1525,CORL105_LUNG,Panobinostat,0.24969636,0.27061081,-99.930786,2.7717
2019,CORL105_LUNG,Topotecan,4.60200596,3.35720396,-77.751938,1.1709
2114,CORL105_LUNG,ZD-6474,2.70936346,2.96677876,-79.674789,1.1032
630,CORL105_LUNG,L-685458,-1,8,-1.019639,0.1163
722,CORL105_LUNG,LBW242,-1,8,-5.290613,0.2072
1220,CORL105_LUNG,PHA-665752,-1,8,8.891348,0.225
1729,CORL105_LUNG,Sorafenib,-1,8,20.183081,0
1831,CORL105_LUNG,TAE684,-1,8,4.072333,0.1953
1107,769P_KIDNEY,17-AAG,0.12979719,0.1517988,-72.464722,2.9596
